pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 211432922.01,EPIC 211432922,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.81861,0.00074,-0.00082,0,,,,,3.4,1.3,-3,0,0.3,0.12,-0.3,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.38,0.13,-0.14,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m29.26s,132.8719019,+12d08m22.19s,12.1394974,684.542,101.89,-79.105,18.5892,0.0482,-0.0482,14.772,0.081,-0.081,17.9078,0.001195,-0.001195,9/5/2019,2019-09,9/5/2019
EPIC 211432946.01,EPIC 211432946,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.671965,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3243,157,-157,0,0.483697,0.014681,-0.014681,0,0.481713,0.020513,-0.020513,0,,,,,,4.75171,0.007866,-0.007866,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m32.93s,132.637214,+12d08m21.61s,12.1393359,119.437,1.105,-1.085,16.59,0.2,-0.2,11.131,0.02,-0.02,15.0674,0.001314,-0.001314,2/26/2019,2018-07,2/26/2019
EPIC 211436313.01,EPIC 211436313,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.332837,0.000311,-0.000294,0,,,,,2.263,0.197,-0.172,0,0.20189168,0.01757519,-0.01534484,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4768,138,-138,0,0.725,0.052,-0.049,0,0.942,0.423,-0.297,0,-0.136,0.235,-0.235,0,[Fe/H],4.693,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m59.69s,137.4987069,+12d11m26.48s,12.1906885,331.583,3.696,-3.616,14.124,0.114,-0.114,11.841,0.022,-0.022,13.9586,0.000208,-0.000208,11/19/2021,2021-12,11/19/2021
EPIC 211436876.01,EPIC 211436876,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,1.1524,0.0003,-0.0004,0,0.0125,0.0009,-0.0011,0,0.6746,0.0454,-0.0392,0,0.06018388,0.00405032,-0.0034972,0,,,,,,,,,,,,,,8270.029,,,0,,,,,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,5992,14,-14,0,1.057,0.022,-0.02,0,0.992,0.068,-0.063,0,-0.095,0.012,-0.012,0,[Fe/H],4.386,0.023,-0.023,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m54.63s,127.7276048,+12d11m56.57s,12.1990464,374.534,6.57,-6.352,12.457,0.103,-0.103,10.997,0.018,-0.018,12.2887,0.000199,-0.000199,11/7/2022,2022-10,11/7/2022
EPIC 211438731.01,EPIC 211438731,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,20.486455,0.001288,-0.001206,0,,,,,2.762,0.137,-0.135,0,0.24640956,0.01222234,-0.01204391,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M4,3664,138,-138,0,0.371,0.011,-0.011,0,0.357,0.01,-0.01,0,0.069,0.235,-0.235,0,[Fe/H],4.852,0.028,-0.028,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m34.48s,134.3936549,+12d13m37.33s,12.2270375,100.735,0.762,-0.7511,16.36,0.2,-0.2,11.547,0.021,-0.021,15.2077,0.000477,-0.000477,11/19/2021,2021-12,11/19/2021
EPIC 211439059.01,EPIC 211439059,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>,18.634179,0.005229,-0.005229,0,,,,,1.49,,,0,0.133,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>,,,,,,0.821,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m53.64s,131.9735167,+12d13m54.43s,12.2317861,297.8,,,13.173,0.092,-0.092,11.175,0.02,-0.02,13.0279,0.0006,-0.0006,12/13/2017,2016-12,12/13/2017
EPIC 211439059.01,EPIC 211439059,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,18.645046,0.006202,-0.005718,0,,,,,1.8,0.3,-0.2,0,0.16,0.03,-0.02,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,0.84,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m53.64s,131.9735167,+12d13m54.43s,12.2317861,297.8,,,13.173,0.092,-0.092,11.175,0.02,-0.02,13.0279,0.0006,-0.0006,12/14/2017,2018-01,12/14/2017
EPIC 211439059.01,EPIC 211439059,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.6393,0.0031,-0.003,0,,,,,1.73,0.2,-0.31,0,0.154,0.02,-0.028,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.821,0.078,-0.066,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m53.64s,131.9735167,+12d13m54.43s,12.2317861,297.8,,,13.173,0.092,-0.092,11.175,0.02,-0.02,13.0279,0.0006,-0.0006,9/5/2019,2019-09,9/5/2019
EPIC 211439059.01,EPIC 211439059,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,18.641,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4774.48,,,0,,,,,,,,,-0.1038,0.0126,-0.0126,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h47m53.64s,131.9735167,+12d13m54.43s,12.2317861,297.8,,,13.173,0.092,-0.092,11.175,0.02,-0.02,13.0279,0.0006,-0.0006,7/18/2016,2016-10,7/18/2016
EPIC 211442571.01,EPIC 211442571,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.19287,0.0006,-0.00056,0,,,,,1.29,0.13,-0.16,0,0.115,0.012,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.826,0.061,-0.037,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m22.18s,126.3424367,+12d17m09.90s,12.2860829,350.67,18.219,-16.532,13.078,0.092,-0.092,11.316,0.018,-0.018,12.8244,0.000794,-0.000794,9/5/2019,2019-09,9/5/2019
EPIC 211442571.02,EPIC 211442571,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.39934,0.00054,-0.00051,0,,,,,1.08,0.12,-0.15,0,0.0964,0.011,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.826,0.061,-0.037,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m22.18s,126.3424367,+12d17m09.90s,12.2860829,350.67,18.219,-16.532,13.078,0.092,-0.092,11.316,0.018,-0.018,12.8244,0.000794,-0.000794,9/5/2019,2019-09,9/5/2019
EPIC 211449931.01,EPIC 211449931,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,6.663685,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5691.67,148.55,-148.55,0,1.05709,,,0,1.01,,,0,-0.4385,0.0134,-0.0134,0,[M/H],4.39416,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m57.30s,130.4887643,+12d23m57.97s,12.3994357,965.222,44.685,-44.685,15.064,0.103,-0.103,12.915,0.022,-0.022,14.7191,0.000414,-0.000414,2/26/2019,2018-07,2/26/2019
EPIC 211451776.01,EPIC 211451776,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.17682,0.001402,-0.001411,0,,,,,2.244,0.11,-0.102,0,0.20019662,0.00981356,-0.00909985,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4477,51,-51,0,0.637,0.019,-0.018,0,0.812,0.179,-0.146,0,-0.485,0.048,-0.048,0,[Fe/H],4.739,0.084,-0.084,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m29.45s,133.8727161,+12d25m37.03s,12.4269526,235.135,2.303,-2.303,14.248,0.103,-0.103,11.478,0.017,-0.017,13.8524,0.000213,-0.000213,11/19/2021,2021-12,11/19/2021
EPIC 211452175.01,EPIC 211452175,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,11.114394,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5904.69,100.95,-101.05,0,2.44643,0.162579,-0.08324,0,1.07,0.145026,-0.116926,0,-0.657,0.031,-0.031,0,[M/H],3.69039,0.080238,-0.063234,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m47.58s,135.6982706,+12d25m59.82s,12.4332847,870.321,26.909,-25.37,12.595,0.057,-0.057,11.025,0.017,-0.017,12.4028,0.000351,-0.000351,2/26/2019,2018-07,2/26/2019
EPIC 211453076.01,EPIC 211453076,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.524461,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3112,157,-157,0,0.200172,0.006031,-0.006031,0,0.169168,0.020071,-0.020071,0,,,,,,5.06358,0.025593,-0.025593,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m28.66s,130.3694131,+12d26m47.53s,12.4465352,52.773,0.2928,-0.2897,18.14,0.2,-0.2,11.742,0.018,-0.018,16.1204,0.000743,-0.000743,2/26/2019,2018-07,2/26/2019
EPIC 211453223.01,EPIC 211453223,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,9.056947,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4942,122,-122,0,1.05773,,,0,0.81,,,0,,,,,,4.2978,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m51.69s,130.2153862,+12d26m55.01s,12.4486135,656.243,15.018,-14.371,14.771,0.172,-0.172,12.499,0.021,-0.021,14.5702,0.000501,-0.000501,2/26/2019,2018-07,2/26/2019
EPIC 211468153.01,EPIC 211468153,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.737735,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4908.37,48.19,-48.19,0,1.53058,,,0,0.8,,,0,-0.004,0.046,-0.046,0,[M/H],3.97144,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m03.78s,131.5157358,+12d40m36.25s,12.6767362,892.766,47.1635,-47.1635,14.662,0.092,-0.092,12.27,0.024,-0.024,14.4766,0.001512,-0.001512,2/26/2019,2018-07,2/26/2019
EPIC 211469889.01,EPIC 211469889,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.07737,0.00092,-0.00088,0,,,,,2.1,0.26,-0.3,0,0.19,0.023,-0.03,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.662,0.067,-0.027,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m09.22s,135.0384144,+12d42m08.86s,12.7024625,443.535,7.138,-6.92,14.755,0.092,-0.092,12.494,0.023,-0.023,14.5145,0.000302,-0.000302,9/5/2019,2019-09,9/5/2019
EPIC 211471048.01,EPIC 211471048,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.799768,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8175.71,107.77,-108.58,0,1.67093,0.12447,-0.120565,0,2,0.361317,-0.281918,0,-0.307,0.039,-0.039,0,[M/H],4.29318,0.059688,-0.124721,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m35.54s,133.3980686,+12d43m08.81s,12.7191133,1242.66,80.93,-71.82,12.853,0.114,-0.114,12.253,0.02,-0.02,12.6984,0.002454,-0.002454,2/26/2019,2018-07,2/26/2019
EPIC 211477347.01,EPIC 211477347,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.641114,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8231,124,-124,0,1.10451,,,0,2.02,,,0,,,,,,4.65708,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m59.26s,130.746916,+12d48m42.06s,12.8116845,2809.89,375.62,-302.58,15.424,0.07,-0.07,14.735,0.087,-0.087,15.3216,0.000969,-0.000969,2/26/2019,2018-07,2/26/2019
EPIC 211480861.01,EPIC 211480861,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,6.3508198,0.0001244,-0.0001214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,7461,587,-401,0,2.11,0.12,-0.12,0,1.74,0.15,-0.11,0,0.03,0.14,-0.16,0,[Fe/H],4.03,0.06,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m10.50s,124.5437596,+12d51m45.55s,12.8626535,313.867,13.906,-12.793,9.899,0.005,-0.005,8.916,0.018,-0.018,9.77086,0.000217,-0.000217,4/18/2022,2022-01,4/18/2022
EPIC 211490299.01,EPIC 211490299,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.555516,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m57.94s,131.7414253,+12d59m56.76s,12.9991012,,,,16.571,0.561,-0.561,13.498,0.035,-0.035,16.136,0.004303,-0.004303,2/26/2019,2018-07,2/26/2019
EPIC 211492384.01,EPIC 211492384,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.635328,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6420,300,-300,0,1.531,0.047,-0.047,0,,,,,,,,,,4.176,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m49.65s,131.4568921,+13d01m46.17s,13.0294918,543.662,14.286,-13.585,12.572,0.114,-0.114,10.981,0.023,-0.023,12.4693,0.000179,-0.000179,2/26/2019,2018-07,2/26/2019
EPIC 211492449.01,EPIC 211492449,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,16.24196986,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4499.02,71.71,-71.71,0,10.4554,,,0,,,,,-0.54,0.0109,-0.0109,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m45.22s,130.9384149,+13d01m49.56s,13.0304324,4471.44,644.23,-644.23,14.583,0.08,-0.08,11.824,0.02,-0.02,14.3187,0.000248,-0.000248,12/21/2016,2016-10,12/21/2016
EPIC 211492541.01,EPIC 211492541,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.031746,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7598.94,134.07,-148.64,0,1.85084,0.137728,-0.105287,0,1.77,0.383382,-0.191756,0,-0.1772,0.0373,-0.0373,0,[M/H],4.1513,0.099738,-0.084613,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m12.30s,132.8012702,+13d01m55.00s,13.0319453,1050.38,60.61,-54.466,12.494,0.126,-0.126,11.517,0.023,-0.023,12.3374,0.000575,-0.000575,2/26/2019,2018-07,2/26/2019
EPIC 211493669.01,EPIC 211493669,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.58337,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5802.79,195.95,-247.63,0,0.742872,0.062163,-0.062219,0,1.04,0.144103,-0.149473,0,0.34,0.209,-0.209,0,[M/H],4.71327,0.122372,-0.103805,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m33.92s,131.6413223,+13d02m56.76s,13.0490997,336.045,3.891,-3.806,13.443,0.069,-0.069,10.989,0.019,-0.019,12.9972,0.001634,-0.001634,2/26/2019,2018-07,2/26/2019
